bill_id,date,chamber,sequence,action
2005228,2025-04-22,Council,6,"Returned from Mayor"
2005228,2025-04-25,Council,7,"Act A26-0049 Published in DC Register Vol 72 and Page 004898, Expires on Jul 21, 2025"
2005287,2025-03-06,Council,1,"Introduced in Office of the Secretary"
2005287,2025-03-18,Council,2,"Retained by the Council"
2005287,2025-04-01,Council,3,"Final Reading, CC"
2005287,2025-04-01,Council,4,"Approved with Resolution Number R26-0078"
2005287,2025-04-11,Council,5,"Resolution R26-0078, Effective from Apr 01, 2025 Published in DC Register Vol 72 and Page 004079"
2005345,2025-03-06,Council,1,"Introduced in Office of the Secretary"
2005345,2025-03-06,Council,2,"Retained by the Council"
2005345,2025-04-01,Council,3,"Final Reading, CC"
2005345,2025-04-01,Council,4,"Approved with Resolution Number R26-0082"
2005345,2025-04-11,Council,5,"Resolution R26-0082, Effective from Apr 01, 2025 Published in DC Register Vol 72 and Page 004087"
2005403,2025-03-10,Council,1,"Introduced in Office of the Secretary"
2005403,2025-03-14,Council,2,"Notice of Intent to Act on B26-0173 Published in the DC Register"
2005403,2025-03-18,Council,3,"Referred to Committee on Business and Economic Development"
2008669,2025-03-14,Council,1,"Introduced in Office of the Secretary"
2008669,2025-03-18,Council,2,"Referred to Committee on Committee of the Whole"
2008669,2025-03-21,Council,3,"Notice of Intent to Act on B26-0175 Published in the DC Register"
2008669,2025-09-08,Council,4,"Notice of Public Hearing Published in the DC Register"
2008669,2025-09-29,Council,5,"Public Hearing"
2008688,2025-03-14,Council,1,"Introduced in Office of the Secretary"
2008688,2025-03-18,Council,2,"Referred to Committee on Judiciary and Public Safety"
2008688,2025-03-21,Council,3,"Notice of Intent to Act on PR26-0141 Published in the DC Register"
2008706,2025-03-14,Council,1,"Introduced in Office of the Secretary"
2008706,2025-03-18,Council,2,"Referred to Committee on Judiciary and Public Safety"
2008706,2025-03-21,Council,3,"Notice of Intent to Act on PR26-0135 Published in the DC Register"
2008727,2025-03-14,Council,1,"Introduced in Office of the Secretary"
2008727,2025-03-18,Council,2,"Referred to Committee on Judiciary and Public Safety"
2008727,2025-03-21,Council,3,"Notice of Intent to Act on PR26-0139 Published in the DC Register"
2008749,2025-03-14,Council,1,"Introduced in Office of the Secretary"
2008749,2025-03-18,Council,2,"Referred to Committee on Judiciary and Public Safety"
2008749,2025-03-21,Council,3,"Notice of Intent to Act on PR26-0138 Published in the DC Register"
2008772,2025-03-14,Council,1,"Introduced in Office of the Secretary"
2008772,2025-03-18,Council,2,"Referred to Committee on Judiciary and Public Safety"
2008772,2025-03-21,Council,3,"Notice of Intent to Act on PR26-0132 Published in the DC Register"
2008791,2025-03-14,Council,1,"Introduced in Office of the Secretary"
2008791,2025-03-18,Council,2,"Referred to Committee on Judiciary and Public Safety"
2008791,2025-03-21,Council,3,"Notice of Intent to Act on PR26-0137 Published in the DC Register"
2008813,2025-03-14,Council,1,"Introduced in Office of the Secretary"
2008813,2025-03-18,Council,2,"Referred to Committee on Judiciary and Public Safety"
2008813,2025-03-21,Council,3,"Notice of Intent to Act on PR26-0133 Published in the DC Register"
2008832,2025-03-14,Council,1,"Introduced in Office of the Secretary"
2008832,2025-03-18,Council,2,"Referred to Committee on Judiciary and Public Safety"
2008832,2025-03-21,Council,3,"Notice of Intent to Act on PR26-0142 Published in the DC Register"
2008854,2025-03-14,Council,1,"Introduced in Office of the Secretary"
2008854,2025-03-18,Council,2,"Referred to Committee on Judiciary and Public Safety"
2008854,2025-03-21,Council,3,"Notice of Intent to Act on PR26-0140 Published in the DC Register"
2008875,2025-03-14,Council,1,"Introduced in Office of the Secretary"
2008875,2025-03-18,Council,2,"Referred to Committee on Judiciary and Public Safety"
2008875,2025-03-21,Council,3,"Notice of Intent to Act on PR26-0131 Published in the DC Register"
2008895,2025-03-14,Council,1,"Introduced in Office of the Secretary"
2008895,2025-03-18,Council,2,"Referred to Committee on Judiciary and Public Safety"
2008895,2025-03-21,Council,3,"Notice of Intent to Act on PR26-0136 Published in the DC Register"
2008919,2025-03-14,Council,1,"Introduced in Office of the Secretary"
2008919,2025-03-18,Council,2,"Referred to Committee on Judiciary and Public Safety"
2008919,2025-03-21,Council,3,"Notice of Intent to Act on PR26-0134 Published in the DC Register"
2012880,2025-03-19,Council,1,"Introduced in Office of the Secretary"
2012880,2025-04-01,Council,2,"Retained by the Council"
2012880,2025-04-01,Council,3,"Final Reading"
2012880,2025-04-01,Council,4,"Approved with Resolution Number R26-0094"
2012880,2025-04-11,Council,5,"Resolution R26-0094, Effective from Apr 01, 2025 Published in DC Register Vol 72 and Page 004123"
2012941,2025-03-19,Council,1,"Introduced in Office of the Secretary"
2012941,2025-04-01,Council,2,"Retained by the Council"
2012941,2025-04-01,Council,3,"Final Reading"
2012941,2025-04-01,Council,4,"Approved with Resolution Number R26-0093"
2012941,2025-04-11,Council,5,"Resolution R26-0093, Effective from Apr 01, 2025 Published in DC Register Vol 72 and Page 004111"
2013003,2025-03-21,Council,1,"Introduced in Office of the Secretary"
2013003,2025-03-28,Council,2,"Notice of Intent to Act on B26-0176 Published in the DC Register"
2013003,2025-04-01,Council,3,"Referred to Committee on Committee of the Whole"
2013003,2025-05-13,Council,4,"Notice of Public Hearing Published in the DC Register"
2013003,2025-05-16,Council,5,"Notice of Public Hearing Published in the DC Register"
2013003,2025-06-04,Council,6,"Public Hearing Held"
2013062,2025-03-19,Council,1,"Introduced in Office of the Secretary"
2013062,2025-04-01,Council,2,"Retained by the Council"
2013062,2025-04-01,Council,3,"Final Reading"
2013062,2025-04-01,Council,4,"Approved with Resolution Number R26-0092"
2013062,2025-04-11,Council,5,"Resolution R26-0092, Effective from Apr 01, 2025 Published in DC Register Vol 72 and Page 004105"
2013645,2025-03-20,Council,1,"Introduced in Office of the Secretary"
2013645,2025-03-28,Council,2,"Notice of Intent to Act on PR26-0147 Published in the DC Register"
2013645,2025-04-01,Council,3,"Referred to Committee on Executive Administration and Labor"
2013681,2025-03-20,Council,1,"Introduced in Office of the Secretary"
2013681,2025-03-28,Council,2,"Notice of Intent to Act on PR26-0148 Published in the DC Register"
2013681,2025-04-01,Council,3,"Referred to Committee on Executive Administration and Labor"
2013713,2025-03-20,Council,1,"Introduced in Office of the Secretary"
2013713,2025-03-28,Council,2,"Notice of Intent to Act on PR26-0149 Published in the DC Register"
2013713,2025-04-01,Council,3,"Referred to Committee on Executive Administration and Labor"
2013745,2025-03-19,Council,1,"Introduced in Office of the Secretary"
2013745,2025-04-01,Council,2,"Retained by the Council"
2013745,2025-04-01,Council,3,"Final Reading"
2013745,2025-04-01,Council,4,"Approved with Resolution Number R26-0095"
2013745,2025-04-11,Council,5,"Resolution R26-0095, Effective from Apr 01, 2025 Published in DC Register Vol 72 and Page 004125"
2014039,2025-03-24,Council,1,"Introduced in Office of the Secretary"
2014039,2025-03-28,Council,2,"Notice of Intent to Act on B26-0183 Published in the DC Register"
2014039,2025-04-01,Council,3,"Referred to Committee on Committee of the Whole"
2014070,2025-03-21,Council,1,"Introduced in Office of the Secretary"
2014070,2025-03-28,Council,2,"Notice of Intent to Act on B26-0179 Published in the DC Register"
2014070,2025-04-01,Council,3,"Referred to Committee on Committee of the Whole"
2014100,2025-03-24,Council,1,"Introduced in Office of the Secretary"
2014100,2025-03-28,Council,2,"Notice of Intent to Act on B26-0188 Published in the DC Register"
2014100,2025-04-01,Council,3,"Referred to Committee on Judiciary and Public Safety"
2014100,2025-04-02,Council,4,"Notice of Public Hearing Published in the DC Register"
2014100,2025-04-02,Council,5,"Notice of Public Hearing Published in the DC Register"
2014100,2025-04-04,Council,6,"Notice of Public Hearing Published in the DC Register"
2014100,2025-04-04,Council,7,"Notice of Public Hearing Published in the DC Register"
2014100,2025-04-23,Council,8,"Public Hearing Held"
2014100,2025-04-24,Council,9,"Public Hearing Held"
2014128,2025-03-21,Council,1,"Introduced in Office of the Secretary"
2014128,2025-03-28,Council,2,"Notice of Intent to Act on B26-0182 Published in the DC Register"
2014128,2025-04-01,Council,3,"Referred to Committee on Executive Administration and Labor"
2014128,2025-04-23,Council,4,"Notice of Public Hearing Published in the DC Register"
2014128,2025-04-25,Council,5,"Notice of Public Hearing Published in the DC Register"
2014128,2025-04-29,Council,6,"Notice of Public Hearing Published in the DC Register"
2014128,2025-04-30,Council,7,"Notice of Public Hearing Published in the DC Register"
2014128,2025-05-02,Council,8,"Notice of Public Hearing Published in the DC Register"
2014128,2025-05-09,Council,9,"Notice of Public Hearing Published in the DC Register"
2014128,2025-05-09,Council,10,"Public Hearing Held"
2014128,2025-05-14,Council,11,"Public Hearing Held"
2014158,2025-03-24,Council,1,"Introduced in Office of the Secretary"
2014158,2025-03-28,Council,2,"Notice of Intent to Act on B26-0185 Published in the DC Register"
2014158,2025-04-01,Council,3,"Referred to Committee on Executive Administration and Labor"
2014158,2025-04-23,Council,4,"Notice of Public Hearing Published in the DC Register"
2014158,2025-04-25,Council,5,"Notice of Public Hearing Published in the DC Register"
2014158,2025-04-29,Council,6,"Notice of Public Hearing Published in the DC Register"
2014158,2025-04-30,Council,7,"Notice of Public Hearing Published in the DC Register"
2014158,2025-05-02,Council,8,"Notice of Public Hearing Published in the DC Register"
2014158,2025-05-09,Council,9,"Notice of Public Hearing Published in the DC Register"
2014158,2025-05-09,Council,10,"Public Hearing Held"
2014158,2025-05-14,Council,11,"Public Hearing Held"
2014188,2025-03-24,Council,1,"Introduced in Office of the Secretary"
2014188,2025-03-28,Council,2,"Notice of Intent to Act on B26-0189 Published in the DC Register"
2014188,2025-04-01,Council,3,"Referred to Committee on Judiciary and Public Safety"
2014188,2025-04-02,Council,4,"Notice of Public Hearing Published in the DC Register"
2014188,2025-04-02,Council,5,"Notice of Public Hearing Published in the DC Register"
2014188,2025-04-04,Council,6,"Notice of Public Hearing Published in the DC Register"
2014188,2025-04-04,Council,7,"Notice of Public Hearing Published in the DC Register"
2014188,2025-04-23,Council,8,"Public Hearing Held"
2014188,2025-04-24,Council,9,"Public Hearing Held"
2014188,2025-06-10,Council,10,"Notice of Mark-up filed in the Office of Secretary"
2014188,2025-06-11,Council,11,"Committee Mark-up of B26-0189"
2014188,2025-06-12,Council,12,"Committee Report Filed"
2014188,2025-06-17,Council,13,"First Reading"
2014188,2025-07-01,Council,14,"Amendment (Nadeau)"
2014188,2025-07-01,Council,15,"Final Reading"
2014188,2025-07-10,Council,16,"Transmitted to Mayor, Response Due on July 24, 2025"
2014188,2025-07-21,Council,17,"Signed by the Mayor and Enacted with Act Number A26-0115"
2014188,2025-07-22,Council,18,"Returned from Mayor"
2014188,2025-07-25,Council,19,"Act A26-0115 Published in DC Register Vol 72 and Page 008167"
2014188,2025-08-01,Council,20,"Transmitted to Congress, Projected Law Date is Nov 08, 2025"
2014222,2025-03-21,Council,1,"Introduced in Office of the Secretary"
2014222,2025-03-28,Council,2,"Notice of Intent to Act on B26-0177 Published in the DC Register"
2014222,2025-04-01,Council,3,"Referred to Committee on Housing"
2014253,2025-03-24,Council,1,"Introduced in Office of the Secretary"
2014253,2025-03-28,Council,2,"Notice of Intent to Act on B26-0186 Published in the DC Register"
2014253,2025-04-01,Council,3,"Referred to Committee on Judiciary and Public Safety"
2014253,2025-04-02,Council,4,"Notice of Public Hearing Published in the DC Register"
2014253,2025-04-02,Council,5,"Notice of Public Hearing Published in the DC Register"
2014253,2025-04-04,Council,6,"Notice of Public Hearing Published in the DC Register"
2014253,2025-04-04,Council,7,"Notice of Public Hearing Published in the DC Register"
2014253,2025-04-22,Council,8,"Referred to Committee on Judiciary and Public Safety"
2014253,2025-04-23,Council,9,"Public Hearing Held"
2014253,2025-04-24,Council,10,"Public Hearing Held"
2014253,2025-04-25,Council,11,"Referred to Committee on Judiciary and Public Safety"
2014253,2025-05-12,Council,12,"Notice of Public Hearing Published in the DC Register"
2014253,2025-05-14,Council,13,"Roundtable Hearing Held"
2014283,2025-03-24,Council,1,"Introduced in Office of the Secretary"
2014283,2025-03-28,Council,2,"Notice of Intent to Act on B26-0187 Published in the DC Register"
2014283,2025-04-01,Council,3,"Referred to Committee on Judiciary and Public Safety"
2014283,2025-04-02,Council,4,"Notice of Public Hearing Published in the DC Register"
2014283,2025-04-02,Council,5,"Notice of Public Hearing Published in the DC Register"
2014283,2025-04-04,Council,6,"Notice of Public Hearing Published in the DC Register"
2014283,2025-04-04,Council,7,"Notice of Public Hearing Published in the DC Register"
2014283,2025-04-23,Council,8,"Public Hearing Held"
2014283,2025-04-24,Council,9,"Public Hearing Held"
2014283,2025-06-10,Council,10,"Notice of Mark-up filed in the Office of Secretary"
2014283,2025-06-11,Council,11,"Committee Mark-up of B26-0187"
2014283,2025-06-12,Council,12,"Committee Report Filed"
2014283,2025-06-17,Council,13,"Amendment (CM Pinto)"
2014283,2025-06-17,Council,14,"Amendment (L. George and Allen)"
2014283,2025-06-17,Council,15,"First Reading"
2014283,2025-06-17,Council,16,"Agendized; not considered at the request of L.George"
2014283,2025-07-01,Council,17,"Amendment (Pinto)"
2014283,2025-07-01,Council,18,"Amendment (White)"
2014283,2025-07-01,Council,19,"Agendized; not considered at the request of L. George"
2014283,2025-07-01,Council,20,"Amendment (McDuffie)"
2014283,2025-07-01,Council,21,"Final Reading"
2014283,2025-07-10,Council,22,"Transmitted to Mayor, Response Due on July 24, 2025"
2014283,2025-07-21,Council,23,"Signed by the Mayor and Enacted with Act Number A26-0114"
2014283,2025-07-22,Council,24,"Returned from Mayor"
2014283,2025-07-25,Council,25,"Act A26-0114 Published in DC Register Vol 72 and Page 008162"
2014283,2025-08-01,Council,26,"Transmitted to Congress, Projected Law Date is Nov 08, 2025"
2014313,2025-03-21,Council,1,"Introduced in Office of the Secretary"
2014313,2025-03-28,Council,2,"Notice of Intent to Act on B26-0181 Published in the DC Register"
2014313,2025-04-01,Council,3,"Referred to Committee on Executive Administration and Labor"
2014345,2025-03-21,Council,1,"Introduced in Legislative Meeting"
2014345,2025-03-28,Council,2,"Notice of Intent to Act on B26-0178 Published in the DC Register"
2014345,2025-04-01,Council,3,"Referred to Committee on Transportation and the Environment"
2014376,2025-03-21,Council,1,"Introduced in Office of the Secretary"
2014376,2025-03-28,Council,2,"Notice of Intent to Act on B26-0180 Published in the DC Register"
2014376,2025-04-01,Council,3,"Referred to Committee on Committee of the Whole"
2014376,2025-06-03,Council,4,"Committee Mark-up of B26-0180"
2014376,2025-06-03,Council,5,"First Reading, CC"
2014376,2025-06-03,Council,6,"Notice of Mark-up filed in the Office of Secretary"
2014376,2025-06-17,Council,7,"Committee Report Filed"
2014376,2025-06-17,Council,8,"Final Reading, CC"
2014376,2025-06-25,Council,9,"Transmitted to Mayor, Response Due on July 10, 2025"
2014376,2025-07-07,Council,10,"Signed by the Mayor and Enacted with Act Number A26-0096"
2014376,2025-07-08,Council,11,"Returned from Mayor"
2014376,2025-07-11,Council,12,"Act A26-0096 Published in DC Register Vol 72 and Page 007668"
2014376,2025-07-14,Council,13,"Transmitted to Congress"
2014376,2025-08-23,Council,14,"Law Number L26-0028 Effective from Aug 23, 2025"
2014405,2025-03-24,Council,1,"Introduced in Office of the Secretary"
2014405,2025-03-28,Council,2,"Notice of Intent to Act on B26-0184 Published in the DC Register"
2014405,2025-04-01,Council,3,"Referred to Committee on Business and Economic Development"
2014405,2025-04-22,Council,4,"Referred to Committee on Business and Economic Development"
2014405,2025-04-25,Council,5,"Referred to Committee on Business and Economic Development"
2015020,2025-03-25,Council,1,"Introduced in Office of the Secretary"
2015020,2025-04-01,Council,2,"Retained by the Council"
2015020,2025-04-01,Council,3,"Final Reading, CC"
2015020,2025-04-01,Council,4,"Approved with Resolution Number ACR26-0029"
2015020,2025-05-02,Council,5,"Resolution ACR26-0029, Effective from Apr 01, 2025 Published in DC Register Vol 72 and Page 005357"
2015051,2025-03-20,Council,1,"Introduced in Office of the Secretary"
2015051,2025-04-01,Council,2,"Retained by the Council"
2015051,2025-04-01,Council,3,"Final Reading, CC"
2015051,2025-04-01,Council,4,"Approved with Resolution Number ACR26-0022"
2015051,2025-05-02,Council,5,"Resolution ACR26-0022, Effective from Apr 01, 2025 Published in DC Register Vol 72 and Page 005342"
2015080,2025-03-25,Council,1,"Introduced in Office of the Secretary"
2015080,2025-04-01,Council,2,"Retained by the Council"
2015080,2025-04-01,Council,3,"Final Reading, CC"
2015080,2025-04-01,Council,4,"Approved with Resolution Number ACR26-0026"
2015080,2025-05-02,Council,5,"Resolution ACR26-0026, Effective from Apr 01, 2025 Published in DC Register Vol 72 and Page 005350"
2015118,2025-03-20,Council,1,"Introduced in Office of the Secretary"
2015118,2025-04-01,Council,2,"Retained by the Council"
2015118,2025-04-01,Council,3,"Final Reading, CC"
2015118,2025-04-01,Council,4,"Approved with Resolution Number ACR26-0024"
2015118,2025-05-02,Council,5,"Resolution ACR26-0024, Effective from Apr 01, 2025 Published in DC Register Vol 72 and Page 005346"
2015150,2025-03-25,Council,1,"Introduced in Office of the Secretary"
2015150,2025-04-01,Council,2,"Retained by the Council"
2015150,2025-04-01,Council,3,"Final Reading, CC"
2015150,2025-04-01,Council,4,"Approved with Resolution Number ACR26-0025"
2015150,2025-05-02,Council,5,"Resolution ACR26-0025, Effective from Apr 01, 2025 Published in DC Register Vol 72 and Page 005348"
2015181,2025-03-20,Council,1,"Introduced in Office of the Secretary"
2015181,2025-04-01,Council,2,"Retained by the Council"
2015181,2025-04-01,Council,3,"Final Reading, CC"
2015181,2025-04-01,Council,4,"Approved with Resolution Number ACR26-0023"
2015181,2025-05-02,Council,5,"Resolution ACR26-0023, Effective from Apr 01, 2025 Published in DC Register Vol 72 and Page 005344"
2015213,2025-03-25,Council,1,"Introduced in Office of the Secretary"
2015213,2025-04-01,Council,2,"Retained by the Council"
2015213,2025-04-01,Council,3,"Final Reading, CC"
2015213,2025-04-01,Council,4,"Approved with Resolution Number ACR26-0027"
2015213,2025-05-02,Council,5,"Resolution ACR26-0027, Effective from Apr 01, 2025 Published in DC Register Vol 72 and Page 005352"
2015238,2025-03-25,Council,1,"Introduced in Office of the Secretary"
2015238,2025-04-01,Council,2,"Retained by the Council"
2015238,2025-04-01,Council,3,"Final Reading, CC"
2015238,2025-04-01,Council,4,"Approved with Resolution Number ACR26-0028"
2015238,2025-05-02,Council,5,"Resolution ACR26-0028, Effective from Apr 01, 2025 Published in DC Register Vol 72 and Page 005355"
2015741,2025-03-27,Council,1,"Introduced in Office of the Secretary"
2015741,2025-04-01,Council,2,"Retained by the Council"
2015741,2025-04-01,Council,3,"Final Reading"
2015741,2025-04-01,Council,4,RECONSIDERATION
2015741,2025-04-07,Council,5,"Transmitted to Mayor, Response Due on April 22, 2025"
2015741,2025-04-22,Council,6,"Signed by the Mayor and Enacted with Act Number A26-0052, Expires on Jul 21, 2025"
2015741,2025-04-22,Council,7,"Returned from Mayor"
2015741,2025-04-25,Council,8,"Act A26-0052 Published in DC Register Vol 72 and Page 004905, Expires on Jul 21, 2025"
2015760,2025-03-27,Council,1,"Introduced in Office of the Secretary"
2015760,2025-04-01,Council,2,"Retained by the Council"
2015760,2025-04-01,Council,3,"Final Reading, CC"
2015760,2025-04-07,Council,4,"Transmitted to Mayor, Response Due on April 22, 2025"
2015760,2025-04-22,Council,5,"Signed by the Mayor and Enacted with Act Number A26-0053, Expires on Jul 21, 2025"
2015760,2025-04-22,Council,6,"Returned from Mayor"
2015760,2025-04-25,Council,7,"Act A26-0053 Published in DC Register Vol 72 and Page 004909, Expires on Jul 21, 2025"
2015778,2025-03-26,Council,1,"Introduced in Office of the Secretary"
2015778,2025-04-01,Council,2,"Retained by the Council"
2015778,2025-04-01,Council,3,"Final Reading"
2015778,2025-04-07,Council,4,"Transmitted to Mayor, Response Due on April 22, 2025"
2015778,2025-04-22,Council,5,"Signed by the Mayor and Enacted with Act Number A26-0051, Expires on Jul 21, 2025"
2015778,2025-04-22,Council,6,"Returned from Mayor"
2015778,2025-04-25,Council,7,"Act A26-0051 Published in DC Register Vol 72 and Page 004902, Expires on Jul 21, 2025"
2015797,2025-03-27,Council,1,"Introduced in Office of the Secretary"
2015797,2025-04-01,Council,2,"Retained by the Council"
2015797,2025-04-01,Council,3,"Final Reading, CC"
2015797,2025-04-01,Council,4,"Approved with Resolution Number R26-0060"
2015797,2025-04-11,Council,5,"Resolution R26-0060, Effective from Apr 01, 2025 Published in DC Register Vol 72 and Page 004077"
2015814,2025-03-27,Council,1,"Introduced in Office of the Secretary"
2015814,2025-04-01,Council,2,"Retained by the Council"
2015814,2025-04-01,Council,3,"Final Reading"
2015814,2025-04-01,Council,4,"Approved with Resolution Number R26-0088"
2015814,2025-04-11,Council,5,"Resolution R26-0088, Effective from Apr 01, 2025 Published in DC Register Vol 72 and Page 004099"
2015832,2025-03-26,Council,1,"Introduced in Office of the Secretary"
2015832,2025-04-01,Council,2,"Retained by the Council"
2015832,2025-04-01,Council,3,"Final Reading"
2015832,2025-04-01,Council,4,"Approved with Resolution Number R26-0086"
2015832,2025-04-11,Council,5,"Resolution R26-0086, Effective from Apr 01, 2025 Published in DC Register Vol 72 and Page 004094"
2015847,2025-03-27,Council,1,"Introduced in Office of the Secretary"
2015847,2025-04-01,Council,2,"Retained by the Council"
2015847,2025-04-01,Council,3,"Final Reading, CC"
2015847,2025-04-07,Council,4,"Transmitted to Mayor, Response Due on April 22, 2025"
2015847,2025-04-22,Council,5,"Signed by the Mayor and Enacted with Act Number A26-0055, Expires on Jul 21, 2025"
2015847,2025-04-22,Council,6,"Returned from Mayor"
2015847,2025-04-25,Council,7,"Act A26-0055 Published in DC Register Vol 72 and Page 004916, Expires on Jul 21, 2025"
2015864,2025-03-27,Council,1,"Introduced in Office of the Secretary"
2015864,2025-04-01,Council,2,"Retained by the Council"
2015864,2025-04-01,Council,3,"Final Reading"
2015864,2025-04-07,Council,4,"Transmitted to Mayor, Response Due on April 22, 2025"
2015864,2025-04-22,Council,5,"Returned from Mayor"
2015864,2025-04-23,Council,6,"Enacted without Mayor's Signature with Act Number A26-0054, Expires on Jul 22, 2025"
2015864,2025-04-25,Council,7,"Act A26-0054 Published in DC Register Vol 72 and Page 004912, Expires on Jul 22, 2025"
2015880,2025-03-26,Council,1,"Introduced in Office of the Secretary"
2015880,2025-04-01,Council,2,"Retained by the Council"
2015880,2025-04-01,Council,3,"Final Reading"
2015880,2025-04-01,Council,4,"Approved with Resolution Number R26-0087"
2015880,2025-04-11,Council,5,"Resolution R26-0087, Effective from Apr 01, 2025 Published in DC Register Vol 72 and Page 004096"
2015899,2025-03-27,Council,1,"Introduced in Office of the Secretary"
2015899,2025-04-01,Council,2,"Retained by the Council"
2015899,2025-04-01,Council,3,"Final Reading, CC"
2015899,2025-04-01,Council,4,"Approved with Resolution Number R26-0058"
2015899,2025-04-11,Council,5,"Resolution R26-0058, Effective from Apr 01, 2025 Published in DC Register Vol 72 and Page 004074"
2015916,2025-03-27,Council,1,"Introduced in Office of the Secretary"
2015916,2025-04-01,Council,2,"Retained by the Council"
2015916,2025-04-01,Council,3,"Final Reading"
2015916,2025-04-01,Council,4,"Approved with Resolution Number R26-0089"
2015916,2025-04-11,Council,5,"Resolution R26-0089, Effective from Apr 01, 2025 Published in DC Register Vol 72 and Page 004100"
2015935,2025-03-26,Council,1,"Introduced in Office of the Secretary"
2015935,2025-04-01,Council,2,"Retained by the Council"
2015935,2025-04-01,Council,3,"First Reading"
2015935,2025-04-04,Council,4,"Notice of Intent to Act on B26-0191 Published in the DC Register"
2015935,2025-05-06,Council,5,"Final Reading, CC"
2015935,2025-05-09,Council,6,"Transmitted to Mayor, Response Due on May 23, 2025"
2015935,2025-05-19,Council,7,"Signed by the Mayor and Enacted with Act Number A26-0068"
2015935,2025-05-20,Council,8,"Returned from Mayor"
2015935,2025-05-23,Council,9,"Act A26-0068 Published in DC Register Vol 72 and Page 006109"
2015935,2025-06-02,Council,10,"Transmitted to Congress"
2015935,2025-07-16,Council,11,"Law Number L26-0017 Effective from Jul 16, 2025, Expires on Feb 26, 2026"
2015952,2025-03-26,Council,1,"Introduced in Office of the Secretary"
2015952,2025-04-01,Council,2,"Retained by the Council"
2015952,2025-04-01,Council,3,"Final Reading"
2015952,2025-04-07,Council,4,"Transmitted to Mayor, Response Due on April 22, 2025"
2015952,2025-04-22,Council,5,"Signed by the Mayor and Enacted with Act Number A26-0058, Expires on Jul 21, 2025"
2015952,2025-04-22,Council,6,"Returned from Mayor"
2015952,2025-04-25,Council,7,"Act A26-0058 Published in DC Register Vol 72 and Page 004924, Expires on Jul 21, 2025"
2015970,2025-03-27,Council,1,"Introduced in Office of the Secretary"
2015970,2025-04-01,Council,2,"Retained by the Council"
2015970,2025-04-01,Council,3,"First Reading"
2015970,2025-04-04,Council,4,"Notice of Intent to Act on B26-0197 Published in the DC Register"
2015970,2025-05-06,Council,5,"Postponed Indefinitely"
2015985,2025-03-27,Council,1,"Introduced in Office of the Secretary"
2015985,2025-04-01,Council,2,"Retained by the Council"
2015985,2025-04-01,Council,3,"First Reading"
2015985,2025-04-04,Council,4,"Notice of Intent to Act on B26-0194 Published in the DC Register"
2015985,2025-05-06,Council,5,"Postponed Indefinitely"
2016335,2025-03-26,Council,1,"Introduced in Office of the Secretary"
2016335,2025-04-01,Council,2,"Retained by the Council"
2016335,2025-04-01,Council,3,"Postponed to Next Leg Mtg"
2016335,2025-05-06,Council,4,"Final Reading"
2016335,2025-05-06,Council,5,"Approved with Resolution Number R26-0115"
2016335,2025-05-16,Council,6,"Resolution R26-0115, Effective from May 06, 2025 Published in DC Register Vol 72 and Page 005866"
2016349,2025-03-26,Council,1,"Introduced in Office of the Secretary"
2016349,2025-04-01,Council,2,"Retained by the Council"
2016349,2025-04-01,Council,3,"Agendized; not considered at the request of Not Considered (McDuffie)"
2016349,2025-05-06,Council,4,"First Reading"
2016349,2025-05-09,Council,5,"Notice of Intent to Act on B26-0207 Published in the DC Register"
2016349,2025-06-03,Council,6,"Final Reading, CC"
2016349,2025-06-10,Council,7,"Transmitted to Mayor, Response Due on June 25, 2025"
2016349,2025-06-26,Council,8,"Enacted without Mayor's Signature with Act Number A26-0087"
2016349,2025-06-26,Council,9,"Returned from Mayor"
2016349,2025-07-04,Council,10,"Act A26-0087 Published in DC Register Vol 72 and Page 007536"
2016349,2025-07-07,Council,11,"Transmitted to Congress"
2016349,2025-08-16,Council,12,"Law Number L26-0025 Effective from Aug 16, 2025, Expires on Mar 29, 2026"
2016366,2025-03-28,Council,1,"Introduced in Office of the Secretary"
2016366,2025-04-01,Council,2,"Retained by the Council"
2016366,2025-04-01,Council,3,"Final Reading"
2016366,2025-04-01,Council,4,"Approved with Resolution Number R26-0091"
2016366,2025-04-11,Council,5,"Resolution R26-0091, Effective from Apr 01, 2025 Published in DC Register Vol 72 and Page 004103"
2016385,2025-03-25,Council,1,"Introduced in Office of the Secretary"
2016385,2025-04-01,Council,2,"Retained by the Council"
2016385,2025-04-01,Council,3,"Final Reading"
2016385,2025-04-01,Council,4,"Approved with Resolution Number R26-0096"
2016385,2025-04-11,Council,5,"Resolution R26-0096, Effective from Apr 01, 2025 Published in DC Register Vol 72 and Page 004134"
2016402,2025-03-24,Council,1,"Introduced in Office of the Secretary"
2016402,2025-04-01,Council,2,"Referred to Committee on Housing"
2016402,2025-04-04,Council,3,"Notice of Intent to Act on B26-0202 Published in the DC Register"
2016416,2025-03-28,Council,1,"Introduced in Office of the Secretary"
2016416,2025-04-01,Council,2,"Retained by the Council"
2016416,2025-04-01,Council,3,"Amendment (Mendelson)"
2016416,2025-04-01,Council,4,"First Reading"
2016416,2025-04-04,Council,5,"Notice of Intent to Act on B26-0200 Published in the DC Register"
2016416,2025-05-06,Council,6,"Postponed to Next Legislative Meeting"
2016416,2025-06-03,Council,7,"Final Reading"
